Personagem,Fala
Heartbreaker_Skye_voice_lines,"  ""I got all dressed up for this?!"""
Heartbreaker_Skye_voice_lines,"  ""My heart can't take this!"""
Heartbreaker_Skye_voice_lines,"  ""Everyone falls head over heels for me! One way or another."""
Heartbreaker_Skye_voice_lines,"  ""Did I still your beating heart?"""
Heartbreaker_Skye_voice_lines,"  ""I'm right behind you baby, and you're never gonna get away!"""
Heartbreaker_Skye_voice_lines,"  ""I've been this way ever since meeting that giant flying baby, I'm serious!"""
Heartbreaker_Skye_voice_lines,"  ""I'm a girl in love with a lot of poison, it's like I walked out of Shakespeare!"""
Heartbreaker_Skye_voice_lines,"  ""Why do all my relationships end so quickly? They should really extend the match time!"""
Heartbreaker_Skye_voice_lines,"  ""Ahahahaha!"""
Heartbreaker_Skye_voice_lines,"  ""Eheheheh!"""
Heartbreaker_Skye_voice_lines,"  ""Ahh! Eheheheh!"""
Heartbreaker_Skye_voice_lines,"  ""Not yet, puddin'!"""
Heartbreaker_Skye_voice_lines,"  ""Need more time."""
Heartbreaker_Skye_voice_lines,"  ""Aww! Did I break your heart?"""
Heartbreaker_Skye_voice_lines,"  ""Remember! All's fair in love and war!"""
Heartbreaker_Skye_voice_lines,"  ""Was it love at first sight?"""
Heartbreaker_Skye_voice_lines,"  ""Better try this on as soon as possible!"""
Heartbreaker_Skye_voice_lines,"  ""It's better than a hundred valentines!"""
Heartbreaker_Skye_voice_lines,"  ""Yay!"""
Heartbreaker_Skye_voice_lines,"  ""I'm just that amazing!"""
Heartbreaker_Skye_voice_lines,"  ""Loves me! Loves me not... Loves me! Loves me not..."""
Heartbreaker_Skye_voice_lines,"  ""Don't stare! You're making me blush."""
Heartbreaker_Skye_voice_lines," ""Attack the Siege Engine!"""
Heartbreaker_Skye_voice_lines," ""Defend the Siege Engine!"""
Heartbreaker_Skye_voice_lines," ""Out of Mana!"""
Heartbreaker_Tyra_voice_lines," ""Tyra."""
Heartbreaker_Tyra_voice_lines," ""You keep playing with my heart, and I might just steal yours, love."""
Heartbreaker_Tyra_voice_lines," ""I play for keeps."""
Heartbreaker_Tyra_voice_lines," ""Nah. A little time on my feet."""
Heartbreaker_Tyra_voice_lines," ""*mwah* Good beastie *laugh*."""
Heartbreaker_Tyra_voice_lines," ""I hope you like it hot."""
Heartbreaker_Tyra_voice_lines," ""*Argh*!"""
Heartbreaker_Tyra_voice_lines," ""Can't hide from me, love!"""
Heartbreaker_Tyra_voice_lines," ""I see you Muahahahahahha!"""
Heartbreaker_Tyra_voice_lines," ""Give them hell."" (enemy/self)"
Heartbreaker_Tyra_voice_lines," ""Hold up, love."""
Heartbreaker_Tyra_voice_lines," ""Wait a tick."""
Heartbreaker_Tyra_voice_lines," ""*Ugh*! That'll leave a mark?"""
Heartbreaker_Tyra_voice_lines," ""*Ugh* That's schmucks"""
Heartbreaker_Tyra_voice_lines," ""This... is no way to treat a lady."""
Heartbreaker_Tyra_voice_lines," ""That's a bit forward... don't you think?"""
Heartbreaker_Tyra_voice_lines," ""I suppose all is fair in love and war."" (Khan)"
Heartbreaker_Tyra_voice_lines," ""Isn't this nice? Oh, bested by a cheeky tart."" (Skye)"
Heartbreaker_Tyra_voice_lines," ""Oh, honey *kiss*. You're out of your league."""
Heartbreaker_Tyra_voice_lines," ""Oh, want me to stop? Too bad."""
Heartbreaker_Tyra_voice_lines," ""Oh, things are heating up now."""
Heartbreaker_Tyra_voice_lines," ""Oh my, Is that another one down."""
Heartbreaker_Tyra_voice_lines," ""Come a little closer, sugar. Let's get to know each other."" (Strix)"
Heartbreaker_Tyra_voice_lines," ""Darling, please stop making me chase you, it's driving me crazy."" (Koga)"
Heartbreaker_Tyra_voice_lines," ""Well look at that we did it."""
Heartbreaker_Tyra_voice_lines," ""Nicely done. Can you keep it up?"""
Heartbreaker_Tyra_voice_lines," ""I want that point and I get what I want!"""
Heartbreaker_Tyra_voice_lines," ""Excuse me, get them off the point."""
Heartbreaker_Tyra_voice_lines," ""*ehem* These guys are so tough."""
Heartbreaker_Tyra_voice_lines," ""Well done I must admit, I am impressed."""
Heartbreaker_Tyra_voice_lines," ""Just when things are heated up *UGH*."""
Heartbreaker_Tyra_voice_lines," ""Talk about rain on a parade."""
Heartbreaker_Tyra_voice_lines," ""You remind me of an ex, rest their soul. Care to join'em?."""
Heartbreaker_Tyra_voice_lines," ""It's flattering and all but let's keep this casual. """
Heartbreaker_Tyra_voice_lines," ""You're green with envy, dear, but we both know it's just not your color .""(Skye)"
Heartbreaker_Tyra_voice_lines," ""Love is a river, easy to fall into but hard to get back out."""
Heartbreaker_Tyra_voice_lines," ""You cannot buy love but you can still pay heavily for it."""
Heartbreaker_Tyra_voice_lines," ""Love maybe blind but you made me wish I was."""
Heartbreaker_Tyra_voice_lines," ""*muffled laughter*!"""
Heartbreaker_Tyra_voice_lines," ""Hahahahahahahahaha!"""
Heartbreaker_Tyra_voice_lines," ""Mhahahahahahaha."""
Heartbreaker_Tyra_voice_lines," ""Let's have some fun, darling."""
Heartbreaker_Tyra_voice_lines,"  ""Sure, I have all day!"""
Heartbreaker_Tyra_voice_lines,"  ""Like what you see?"" (chuckle)"
Heartbreaker_Tyra_voice_lines," ""Let me be good to you."""
Heartbreaker_Tyra_voice_lines,"  ""Enemies behind us!"""
Heartbreaker_Tyra_voice_lines,"  ""They're behind us."""
Heartbreaker_Tyra_voice_lines,"  ""Enemies above us."""
Heartbreaker_Tyra_voice_lines,"  ""They're above us!"""
Heartbreaker_Tyra_voice_lines,"  ""Get down!"""
Heartbreaker_Tyra_voice_lines,"  ""Sniper!"""
Heartbreaker_Tyra_voice_lines,"  ""Give a girl, pick me up."""
Heartbreaker_Tyra_voice_lines,"  ""Toss me a heal, won't you?"""
Heartbreaker_Tyra_voice_lines," ""How  unpleasant, let's forget about it shall we?"""
Heartbreaker_Tyra_voice_lines," ""Hop to it, no time to waste."""
Heartbreaker_Tyra_voice_lines," ""Attack the Siege Engine!"""
Heartbreaker_Tyra_voice_lines," ""Defend the Siege Engine!"""
Heartbreaker_Tyra_voice_lines," ""Out of Mana!"""
Hemlock_Willo_voice_lines,"  ""Willo."""
Hemlock_Willo_voice_lines,"  ""Who's ready for some bloody mayhem?"""
Hemlock_Willo_voice_lines,"  *yawns* ""Another day, another life to ruin!"""
Hemlock_Willo_voice_lines,"  ""Let's run them over!"""
Hemlock_Willo_voice_lines,"  ""Move it!"""
Hemlock_Willo_voice_lines,"  ""Choke on this!"""
Hemlock_Willo_voice_lines,"  ""No more staying alive for you!"""
Hemlock_Willo_voice_lines,"  ""Stay right there!"""
Hemlock_Willo_voice_lines,"  ""Scream for me, pretty please!"""
Hemlock_Willo_voice_lines,"  ""Try to keep up!"""
Hemlock_Willo_voice_lines,"  ""Haha, too fast for ya?"""
Hemlock_Willo_voice_lines,"  ""Reach for the sky!"" (enemy/self)"
Hemlock_Willo_voice_lines,"  ""Hahahahahahahahahaha."" (ally)"
Hemlock_Willo_voice_lines,"  ""This better be flammable!"""
Hemlock_Willo_voice_lines,"  ""Ooh, pretty little thing!"""
Hemlock_Willo_voice_lines,"  ""I like it!"""
Hemlock_Willo_voice_lines,"  ""Wait!"""
Hemlock_Willo_voice_lines,"  ""Don't be impatient!"""
Hemlock_Willo_voice_lines,"  ""Looks like someone needs a spanking!"""
Hemlock_Willo_voice_lines,"  ""Hey! That hurt!"""
Hemlock_Willo_voice_lines,  *grunts*
Hemlock_Willo_voice_lines,"  ""My body... won't... move."""
Hemlock_Willo_voice_lines,"  ""Ouch! This is a little hotter than I'm used to!"""
Hemlock_Willo_voice_lines,"  ""Not yet, I've only just started!"""
Hemlock_Willo_voice_lines,"  ""Whew, I need to catch my breath!"""
Hemlock_Willo_voice_lines,"  ""Nice healing!"""
Hemlock_Willo_voice_lines,"  ""Aah, that hit the spot."""
Hemlock_Willo_voice_lines,"  ""Ugh, I was just getting to the good part..."""
Hemlock_Willo_voice_lines,"  ""I'm coming back just for you!"""
Hemlock_Willo_voice_lines,"  ""You're just jealous of these awesome horns!"" (Androxus)"
Hemlock_Willo_voice_lines,"  ""Ha! Try to last longer next time, hahaha."""
Hemlock_Willo_voice_lines,"  ""Ooh, we make a good team!"""
Hemlock_Willo_voice_lines,"  ""You better give me the next one!"""
Hemlock_Willo_voice_lines,"  ""This has been a good day!"""
Hemlock_Willo_voice_lines,"  ""Haha! Oh, the screams are definitely the best part!"""
Hemlock_Willo_voice_lines,"  ""This could be a new record!"""
Hemlock_Willo_voice_lines,"  ""Stupid healers! Just let me have my fun!"" (Ying)"
Hemlock_Willo_voice_lines,"  ""You may be hot, but your sword sure isn't."" (Zhin)"
Hemlock_Willo_voice_lines,"  ""You should've ran faster!"""
Hemlock_Willo_voice_lines,"  ""Did I leave you breathless?"""
Hemlock_Willo_voice_lines,"  ""Haha! Next time, watch your step."""
Hemlock_Willo_voice_lines,"  ""One minute they're there, the next they're dead."""
Hemlock_Willo_voice_lines,"  ""Onward to more killing!"""
Hemlock_Willo_voice_lines,"  ""That was delightful!"""
Hemlock_Willo_voice_lines,"  ""Someone with a death wish is on our point!"""
Hemlock_Willo_voice_lines,"  ""Enemies taking the point!"""
Hemlock_Willo_voice_lines,"  *sniffs* ""Ah, I love the smell of freshly cooked losers!"""
Hemlock_Willo_voice_lines,"  ""Ah, that was a breeze!"""
Hemlock_Willo_voice_lines,"  ""I won't accept this!"""
Hemlock_Willo_voice_lines,"  ""We'll roast them next time!"""
Hemlock_Willo_voice_lines,"  ""I'm always looking for new toys! I hope you don't break as easily as the last one."""
Hemlock_Willo_voice_lines,"  ""It's always so interesting, the kind of screams people make as they're close to death. I wonder how you'll sound."""
Hemlock_Willo_voice_lines,"  ""Are you particularly attached to your hair? I just think it would look so good on fire!"""
Hemlock_Willo_voice_lines,"  ""I'm no tooth fairy. But I do like collecting little bits and pieces from people I meet."""
Hemlock_Willo_voice_lines,"  ""You ever get that aching bit in your stomach when you know you've done something terrible? Yeah, neither do I."""
Hemlock_Willo_voice_lines,"  ""It's hard to make friends with a fiery personality like mine. Everyone runs off when they get burned."""
Hemlock_Willo_voice_lines,"  ""Hmhmhm hmhmhmhmhm."""
Hemlock_Willo_voice_lines,"  ""Hahahahahahahahaha."""
Hemlock_Willo_voice_lines,"  ""Ready to start some fires? Hahahaha!"""
Hemlock_Willo_voice_lines,"  ""I could use some backup on the point!"""
Hemlock_Willo_voice_lines,"  ""Skewer them!"""
Hemlock_Willo_voice_lines,"  ""Hmm. I feel like I could burn a whole village down."""
Hemlock_Willo_voice_lines,"  ""Haha. I think I just got a bit better at killing people."""
Hemlock_Willo_voice_lines,"  ""Burn, burn, burn!"""
Hemlock_Willo_voice_lines,"  ""I love this thing!"""
Hemlock_Willo_voice_lines,"  ""I knew all this violence would pay off!"""
Hemlock_Willo_voice_lines,"  ""Look at that, I earned something!"""
Hemlock_Willo_voice_lines,"  ""Admiring the wings? Touch them, and you might get burned!"""
Hemlock_Willo_voice_lines,"  ""While we've sat here, I come up with over a hundred new ways to torture my enemies. How about we go try them out?"""
Hemlock_Willo_voice_lines,"  ""Hehe... Ready or not, here I come!"""
Hemlock_Willo_voice_lines,"  ""I'll make them hurt extra for that!"""
Hemlock_Willo_voice_lines,"  ""I should use these credits and buy something sharp!"""
Hemlock_Willo_voice_lines,"  ""You're an inspiration!"""
Hemlock_Willo_voice_lines,"  ""Hey, don't forget to leave some for me!"""
Hemlock_Willo_voice_lines,"  ""I just do what I love, burning sweet little things like you!"""
Hemlock_Willo_voice_lines,"  ""Try not to cry when I wipe the floor with you!"""
Hemlock_Willo_voice_lines,"  ""Hmm, so many sharp and pointy objects! I like this place."" (Quarry)"
Hemlock_Willo_voice_lines,"  ""I wonder if there are any bodies left down in those mine shafts."" (Quarry)"
Hemlock_Willo_voice_lines,"  ""Let's make these guys really sweat!"""
Hemlock_Willo_voice_lines,"  ""Ooh, this looks like it'll cut deep!"""
Hemlock_Willo_voice_lines,"  ""Oh yeah, I'm going to enjoy using this one!"""
Hemlock_Willo_voice_lines,"  ""Enemies from the rear!"""
Hemlock_Willo_voice_lines,"  ""Hey, look out behind us!"""
Hemlock_Willo_voice_lines,"  ""They're pushing their payload!"""
Hemlock_Willo_voice_lines,"  ""Stop that payload, don't let it continue!"""
Hemlock_Willo_voice_lines,"  ""We're getting flanked, guys!"""
Hemlock_Willo_voice_lines,"  ""Enemies attacking our flank!"""
Hemlock_Willo_voice_lines,"  ""Look out from the skies!"""
Hemlock_Willo_voice_lines,"  ""They're attacking from above!"""
Hemlock_Willo_voice_lines,"  ""There's a sniper!"""
Hemlock_Willo_voice_lines,"  ""Get behind something!"""
Hemlock_Willo_voice_lines,"  ""Look out for that turret!"""
Hemlock_Willo_voice_lines,"  ""They've got an ultimate coming!"""
Hemlock_Willo_voice_lines,"  ""Watch out for the enemy ult!"""
Hemlock_Willo_voice_lines,"  ""Hey, don't spread out!"""
Hemlock_Willo_voice_lines,"  ""Group up, everyone!"""
Hemlock_Willo_voice_lines,"  ""Spare me a heal?"""
Hemlock_Willo_voice_lines,"  ""Could use some healing over here!"""
Hemlock_Willo_voice_lines,"  ""The big guy could use some help on the point!"""
Hemlock_Willo_voice_lines,"  ""Our front line isn't looking too hot!"""
Hemlock_Willo_voice_lines,"  ""Keep this payload moving!"""
Hemlock_Willo_voice_lines,"  ""Don't let the payload stop for anything!"""
Hemlock_Willo_voice_lines,"  ""Move the payload!"""
Hemlock_Willo_voice_lines,"  ""Hey, we need to push the payload!"""
Hemlock_Willo_voice_lines,"  ""Overtime!"""
Hemlock_Willo_voice_lines,"  ""We're not done yet!"""
Hemlock_Willo_voice_lines,"  ""I better wait for the rest of them!"""
High_Command_Announcer_pack,"5 Kills

5.1 First Blood
5.2 Double Kill
5.3 Triple Kill
5.4 Quadra Kill
5.5 Penta Kill
5.6 Hexa Kill
5.7 Player Streak
5.8 Enemy Streak

"
High_Command_Announcer_pack,5.7 Player Streak
High_Command_Announcer_pack,"  ""9."""
High_Command_Announcer_pack,"  ""8."""
High_Command_Announcer_pack,"  ""7."""
High_Command_Announcer_pack,"  ""6."""
High_Command_Announcer_pack,"  ""5."""
High_Command_Announcer_pack,"  ""4."""
High_Command_Announcer_pack,"  ""3."""
High_Command_Announcer_pack,"  ""2."""
High_Command_Announcer_pack,"  ""1."""
High_Command_Announcer_pack,"  ""30 seconds remaining."""
High_Command_Announcer_pack,"  ""15 seconds remaining."""
High_Command_Announcer_pack,"  ""5 seconds remaining."" (Unused)"
High_Command_Announcer_pack,"  ""Battle suits, prepare for launch."""
High_Command_Announcer_pack,"  ""Hanger's opening soon, it's all on you after that."""
High_Command_Announcer_pack,"  ""Engage."""
High_Command_Announcer_pack,"  ""All suits alpha formation."""
High_Command_Announcer_pack,"  ""Come back safe, pilot."""
High_Command_Announcer_pack,"  ""Match starting in 60 seconds."""
High_Command_Announcer_pack,"  ""Match starting in 30 seconds."""
High_Command_Announcer_pack,"  ""Match starting in 15 seconds."""
High_Command_Announcer_pack,"  ""Match starting in 5 seconds."""
High_Command_Announcer_pack,"  ""Match has began."""
High_Command_Announcer_pack,"  ""Objective secured."""
High_Command_Announcer_pack,"  ""Enemy captured the objective, pull it together."""
High_Command_Announcer_pack,"  ""Capture point spawning in 60 seconds."""
High_Command_Announcer_pack,"  ""Capture point spawning in 30 seconds."""
High_Command_Announcer_pack,"  ""Capture point spawning in 15 seconds."""
High_Command_Announcer_pack,"  ""Capture point spawning has spawned."""
High_Command_Announcer_pack,"  ""All units attack!"""
High_Command_Announcer_pack,"  ""This is our chance soldier!"""
High_Command_Announcer_pack,"  ""Defend the payload or else we're spaced dust."""
High_Command_Announcer_pack,"  ""Defensive formation!"""
High_Command_Announcer_pack,"  ""Your siege engine has arrived."""
High_Command_Announcer_pack,"  ""Your siege engine has been destroyed!"""
High_Command_Announcer_pack,"  ""An enemy siege engine has arrived."""
High_Command_Announcer_pack,"  ""An enemy siege engine has been destroyed."""
High_Command_Announcer_pack,"  ""Battle suit down."""
High_Command_Announcer_pack,"  ""We're taking losses."""
High_Command_Announcer_pack,"  ""Enemy signature lost, good job."""
High_Command_Announcer_pack,"  ""Their formation's breaking."""
High_Command_Announcer_pack,"  ""Guess that's why you're the ace."""
High_Command_Announcer_pack,"  ""Come in pilot, your're fighting us alone."""
High_Command_Announcer_pack,"  ""Overtime."""
High_Command_Announcer_pack,"  ""Payload has spawned."" (Unused)"
High_Command_Announcer_pack,"  ""Checkpoint reached."" (Unused)"
High_Command_Announcer_pack,"  ""The enemy has reached the checkpoint."" (Unused)"
High_Command_Announcer_pack,"  ""An enemy payload has spawned."" (Unused)"
High_Command_Announcer_pack,"  ""Payload defend successful.""(Unused)"
High_Command_Announcer_pack,"  ""Defense successful."" (Unused)"
High_Command_Announcer_pack,"  ""Enemy payload push successful."" (Unused)"
High_Command_Announcer_pack,"  ""Defense failed."" (Unused)"
High_Command_Announcer_pack,"  ""Payload defense failed."" (Unused)"
High_Command_Announcer_pack,"  ""Payload push failed."" (Unused)"
High_Command_Announcer_pack,"  ""You have successfully pushed the payload."" (Unused)"
High_Command_Announcer_pack,"  ""Your payload push was successful."" (Unused)"
High_Command_Announcer_pack,"  ""Mothership's under attack!"""
High_Command_Announcer_pack,"  ""All hands back to base."""
High_Command_Announcer_pack,"  ""Your gate is under attack."""
High_Command_Announcer_pack,"  ""Your first gate is under attack."""
High_Command_Announcer_pack,"  ""Your second gate is under attack."""
High_Command_Announcer_pack,"  ""Your vault is under attack."""
High_Command_Announcer_pack,"  ""Your vault is nearly destroyed."""
High_Command_Announcer_pack,"  ""How long will this war go on..."" (Defeat)"
High_Command_Announcer_pack,"  ""It's been an honor pilot."" (Victory)"
High_Command_Announcer_pack,"  ""We've lost this round."""
High_Command_Announcer_pack,"  ""This round is ours."""
High_Command_Announcer_pack,"  ""Gate destroyed."""
High_Command_Announcer_pack,"  ""The enemy has destroyed the gate."""
High_Command_Announcer_pack,"  ""Who's on duty today?"""
High_Command_Announcer_pack,"  ""Which brave soul will fight for Realm Alpha?"""
High_Command_Announcer_pack,"  ""Your turn to ban."""
High_Command_Announcer_pack,"  ""Your turn to pick."""
